NAME;MODEL;FILE_SIZE;ENCODING_TIME;DECODING_TIME
00/000110.bin;1451;117109;12;8
00/000110.bin;1452;35578;5;3
00/000111.bin;1150;85724;22;11
00/000111.bin;1450;220512;26;13
00/000111.bin;1451;115305;11;6
00/000111.bin;1452;34714;3;1
00/000112.bin;1150;83221;22;10
00/000112.bin;1450;217339;26;13
00/000112.bin;1451;113432;12;6
00/000112.bin;1452;33895;4;1
00/000113.bin;1150;81714;22;10
00/000113.bin;1450;215420;26;14
00/000113.bin;1451;112977;12;5
00/000113.bin;1452;33428;4;2
00/000114.bin;1150;79441;22;10
00/000114.bin;1450;212892;25;13
00/000114.bin;1451;112267;13;5
00/000114.bin;1452;32966;3;1
00/000115.bin;1150;77643;24;15
00/000115.bin;1450;210384;25;13
00/000115.bin;1451;111358;12;5
00/000115.bin;1452;32760;4;2
00/000116.bin;1150;74913;21;10
00/000116.bin;1450;207081;25;13
00/000116.bin;1451;110268;12;6
00/000116.bin;1452;32823;3;2
00/000117.bin;1150;73195;21;10
00/000117.bin;1450;204896;25;13
00/000117.bin;1451;109705;12;6
00/000117.bin;1452;32786;3;2
00/000118.bin;1150;72307;36;10
00/000118.bin;1450;203176;25;12
00/000118.bin;1451;110482;12;6
00/000118.bin;1452;32950;4;2
00/000119.bin;1150;71999;21;9
00/000119.bin;1450;202131;25;12
00/000119.bin;1451;111757;12;6
00/000119.bin;1452;33227;4;2
00/000120.bin;1150;71427;20;9
00/000120.bin;1450;201218;25;12
00/000120.bin;1451;113215;13;6
00/000120.bin;1452;33976;4;2
00/000121.bin;1150;70933;20;9
00/000121.bin;1450;200696;25;12
00/000121.bin;1451;114446;13;6
00/000121.bin;1452;35126;4;2
00/000122.bin;1150;69345;20;9
00/000122.bin;1450;198448;25;12
00/000122.bin;1451;113961;13;6
00/000122.bin;1452;35820;5;2
00/000123.bin;1150;67400;24;14
00/000123.bin;1450;196087;26;13
00/000123.bin;1451;114934;14;6
00/000123.bin;1452;35864;4;2
00/000124.bin;1150;66354;20;9
00/000124.bin;1450;194980;25;12
00/000124.bin;1451;116394;14;6
00/000124.bin;1452;36109;4;2
00/000125.bin;1150;64419;34;13
00/000125.bin;1450;192788;25;12
00/000125.bin;1451;117148;34;8
00/000125.bin;1452;36344;6;3
00/000126.bin;1150;63501;30;10
00/000126.bin;1450;191368;32;14
00/000126.bin;1451;118109;17;9
00/000126.bin;1452;36600;7;2
00/000127.bin;1150;62480;20;10
00/000127.bin;1450;189300;35;13
00/000127.bin;1451;119082;16;10
00/000127.bin;1452;35544;4;2
00/000128.bin;1150;62506;22;9
00/000128.bin;1450;188388;29;12
00/000128.bin;1451;119795;17;7
00/000128.bin;1452;34842;4;2
00/000129.bin;1150;61174;19;8
00/000129.bin;1450;185560;32;12
00/000129.bin;1451;119317;16;7
00/000129.bin;1452;33405;5;2
00/000130.bin;1150;59881;19;8
00/000130.bin;1450;182847;24;12
00/000130.bin;1451;118564;16;7
00/000130.bin;1452;32590;5;2
00/000131.bin;1150;58899;18;8
00/000131.bin;1450;180219;24;11
00/000131.bin;1451;117272;15;7
00/000131.bin;1452;31359;4;2
00/000132.bin;1150;58808;18;8
00/000132.bin;1450;179160;23;11
00/000132.bin;1451;116695;15;7
00/000132.bin;1452;30092;5;2
00/000133.bin;1150;58289;18;8
00/000133.bin;1450;177953;23;11
00/000133.bin;1451;116530;15;7
00/000133.bin;1452;29681;5;2
00/000134.bin;1150;58229;18;8
00/000134.bin;1450;178143;24;11
00/000134.bin;1451;117323;23;7
00/000134.bin;1452;29699;4;2
00/000135.bin;1150;57340;18;8
00/000135.bin;1450;176742;23;11
00/000135.bin;1451;117909;19;7
00/000135.bin;1452;28922;4;2
00/000136.bin;1150;56822;18;8
00/000136.bin;1450;176647;23;12
00/000136.bin;1451;118316;16;7
00/000136.bin;1452;28219;4;2
00/000137.bin;1150;56637;19;8
00/000137.bin;1450;177856;23;11
00/000137.bin;1451;120721;17;8
00/000137.bin;1452;27766;4;2
00/000138.bin;1150;56342;19;8
00/000138.bin;1450;179406;24;11
00/000138.bin;1451;123396;20;7
00/000138.bin;1452;26841;4;2
00/000139.bin;1150;56968;19;8
00/000139.bin;1450;181602;24;12
00/000139.bin;1451;124892;17;8
00/000139.bin;1452;25600;29;2
00/000140.bin;1150;56723;26;8
00/000140.bin;1450;182400;38;15
00/000140.bin;1451;125363;24;8
00/000140.bin;1452;24660;3;1
00/000141.bin;1150;56341;20;8
00/000141.bin;1450;182800;25;12
00/000141.bin;1451;126162;16;8
00/000141.bin;1452;24612;3;1
00/000142.bin;1150;56996;19;8
00/000142.bin;1450;184143;25;12
00/000142.bin;1451;125532;18;9
00/000142.bin;1452;23578;3;1
00/000143.bin;1150;57508;20;8
00/000143.bin;1450;185806;25;12
00/000143.bin;1451;126166;16;8
00/000143.bin;1452;23581;3;1
00/000144.bin;1150;58815;20;9
00/000144.bin;1450;186958;25;12
00/000144.bin;1451;126392;16;7
00/000144.bin;1452;23019;3;1
00/000145.bin;1150;58456;19;9
00/000145.bin;1450;186724;25;12
00/000145.bin;1451;125679;16;7
00/000145.bin;1452;22683;3;1
00/000146.bin;1150;58990;20;9
00/000146.bin;1450;186947;25;12
00/000146.bin;1451;124265;17;7
00/000146.bin;1452;21738;3;1
00/000147.bin;1150;59270;20;9
00/000147.bin;1450;186996;25;12
00/000147.bin;1451;122104;15;7
00/000147.bin;1452;20971;3;1
00/000148.bin;1150;58777;20;9
00/000148.bin;1450;186964;25;12
00/000148.bin;1451;121553;15;7
00/000148.bin;1452;21068;3;1
00/000149.bin;1150;59263;20;9
00/000149.bin;1450;187961;25;12
00/000149.bin;1451;120703;15;7
00/000149.bin;1452;21169;3;1
00/000150.bin;1150;58918;20;9
00/000150.bin;1450;188089;26;12
00/000150.bin;1451;119351;15;7
00/000150.bin;1452;20671;3;1
00/000151.bin;1150;58750;20;9
00/000151.bin;1450;188319;34;13
00/000151.bin;1451;118565;15;7
00/000151.bin;1452;19287;2;1
00/000152.bin;1150;60002;22;9
00/000152.bin;1450;190162;25;13
00/000152.bin;1451;118604;15;7
00/000152.bin;1452;18482;3;1
00/000153.bin;1150;59207;21;9
00/000153.bin;1450;189713;27;13
00/000153.bin;1451;117133;16;7
00/000153.bin;1452;17114;2;1
00/000154.bin;1150;58688;21;9
00/000154.bin;1450;190091;27;13
00/000154.bin;1451;115340;16;7
00/000154.bin;1452;15942;2;1
00/000155.bin;1150;59709;21;9
00/000155.bin;1450;191268;28;14
00/000155.bin;1451;115045;15;7
00/000155.bin;1452;14959;2;1
00/000156.bin;1150;59633;22;9
00/000156.bin;1450;193074;27;13
00/000156.bin;1451;114613;16;7
00/000156.bin;1452;14057;2;1
00/000157.bin;1150;59212;21;9
00/000157.bin;1450;192769;27;14
00/000157.bin;1451;113322;15;7
00/000157.bin;1452;12816;1;1
00/000158.bin;1150;59546;26;11
00/000158.bin;1450;193452;29;18
00/000158.bin;1451;112432;19;7
00/000158.bin;1452;11840;1;0
00/000159.bin;1150;57661;21;9
00/000159.bin;1450;190641;26;13
00/000159.bin;1451;110404;16;12
00/000159.bin;1452;11526;2;1
00/000160.bin;1150;57598;25;9
00/000160.bin;1450;191309;38;13
00/000160.bin;1451;110707;24;10
00/000160.bin;1452;11762;2;1
00/000161.bin;1150;56929;47;18
00/000161.bin;1450;190461;40;14
00/000161.bin;1451;110202;109;10
00/000161.bin;1452;11797;1;1
00/000162.bin;1150;57601;27;16
00/000162.bin;1450;191003;29;18
00/000162.bin;1451;111026;16;10
00/000162.bin;1452;11942;2;0
00/000163.bin;1150;57813;23;9
00/000163.bin;1450;191420;26;13
00/000163.bin;1451;112096;15;7
00/000163.bin;1452;12777;1;1
00/000164.bin;1150;58257;20;9
00/000164.bin;1450;191465;33;13
00/000164.bin;1451;113924;19;7
00/000164.bin;1452;14009;1;0
00/000165.bin;1150;58201;27;9
00/000165.bin;1450;191017;26;13
00/000165.bin;1451;114706;15;7
00/000165.bin;1452;14805;2;1
00/000166.bin;1150;58449;21;9
00/000166.bin;1450;190490;25;12
00/000166.bin;1451;115963;15;7
00/000166.bin;1452;15996;2;1
00/000167.bin;1150;57762;20;10
00/000167.bin;1450;188325;26;12
00/000167.bin;1451;115604;17;7
00/000167.bin;1452;16226;2;1
00/000168.bin;1150;57433;20;9
00/000168.bin;1450;186522;25;12
00/000168.bin;1451;115048;14;7
00/000168.bin;1452;15848;2;1
00/000169.bin;1150;58309;21;9
00/000169.bin;1450;186476;24;12
00/000169.bin;1451;116413;15;7
00/000169.bin;1452;16397;3;2
00/000170.bin;1150;57555;20;9
00/000170.bin;1450;184246;25;12
00/000170.bin;1451;117894;15;7
00/000170.bin;1452;17548;2;1
00/000171.bin;1150;57357;20;9
00/000171.bin;1450;183139;24;12
00/000171.bin;1451;119579;15;7
00/000171.bin;1452;18160;2;1
00/000172.bin;1150;56408;19;8
00/000172.bin;1450;181018;24;12
00/000172.bin;1451;121269;15;7
00/000172.bin;1452;18728;3;1
00/000173.bin;1150;56119;18;8
00/000173.bin;1450;179499;23;11
00/000173.bin;1451;123601;16;7
00/000173.bin;1452;19839;3;1
00/000174.bin;1150;55174;18;8
00/000174.bin;1450;177578;23;11
00/000174.bin;1451;125006;17;8
00/000174.bin;1452;21260;3;1
00/000175.bin;1150;54808;19;8
00/000175.bin;1450;175949;25;12
00/000175.bin;1451;125201;16;7
00/000175.bin;1452;20891;3;1
00/000176.bin;1150;54814;18;8
00/000176.bin;1450;174993;23;11
00/000176.bin;1451;124819;16;7
00/000176.bin;1452;20474;3;1
00/000177.bin;1150;55182;18;8
00/000177.bin;1450;173745;22;11
00/000177.bin;1451;123091;16;7
00/000177.bin;1452;20008;3;1
00/000178.bin;1150;56011;18;9
00/000178.bin;1450;174340;22;11
00/000178.bin;1451;121697;16;7
00/000178.bin;1452;20854;3;1
00/000179.bin;1150;56806;18;8
00/000179.bin;1450;175683;22;11
00/000179.bin;1451;120729;15;7
00/000179.bin;1452;20697;4;1
00/000180.bin;1150;56757;18;12
00/000180.bin;1450;175629;22;11
00/000180.bin;1451;120282;15;7
00/000180.bin;1452;19459;3;1
00/000181.bin;1150;56928;18;8
00/000181.bin;1450;176697;25;11
00/000181.bin;1451;119940;15;8
00/000181.bin;1452;17611;2;1
00/000182.bin;1150;57116;19;8
00/000182.bin;1450;178855;25;11
00/000182.bin;1451;121029;15;7
00/000182.bin;1452;16765;2;1
00/000183.bin;1150;57661;21;8
00/000183.bin;1450;181363;30;12
00/000183.bin;1451;122251;16;7
00/000183.bin;1452;16334;2;1
00/000184.bin;1150;57845;20;9
00/000184.bin;1450;182693;24;11
00/000184.bin;1451;122077;16;7
00/000184.bin;1452;15439;2;1
00/000185.bin;1150;61379;19;9
00/000185.bin;1450;188694;24;12
00/000185.bin;1451;125382;15;7
00/000185.bin;1452;15674;2;1
00/000186.bin;1150;60569;19;9
00/000186.bin;1450;188565;24;12
00/000186.bin;1451;123383;17;7
00/000186.bin;1452;14611;2;1
00/000187.bin;1150;62211;20;9
00/000187.bin;1450;191771;24;12
00/000187.bin;1451;124448;15;7
00/000187.bin;1452;14539;1;1
00/000188.bin;1150;62507;20;9
00/000188.bin;1450;192975;25;12
00/000188.bin;1451;125233;16;7
00/000188.bin;1452;14363;1;1
00/000189.bin;1150;63253;20;9
00/000189.bin;1450;194983;25;12
00/000189.bin;1451;126657;15;7
00/000189.bin;1452;14452;1;1
00/000190.bin;1150;64036;20;9
00/000190.bin;1450;196427;25;12
00/000190.bin;1451;127217;15;7
00/000190.bin;1452;14177;1;1
00/000191.bin;1150;65245;20;9
00/000191.bin;1450;197821;25;12
00/000191.bin;1451;127177;15;7
00/000191.bin;1452;14109;1;1
00/000192.bin;1150;66203;20;9
00/000192.bin;1450;199225;25;12
00/000192.bin;1451;127220;15;7
00/000192.bin;1452;14983;1;1
00/000193.bin;1150;67384;20;9
